code,name
C7558,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed, catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) with bypass graft angiography with pharmacologic agent administration (eg, inhaled nitric oxide, intravenous infusion of nitroprusside, dobutamine, milrinone, or other agent) including assessing hemodynamic measurements before, during, after and repeat pharmacologic agent administration, when performedTerminated December 31, 2024."
C7560,Endoscopic retrograde cholangiopancreatography (ercp) with removal of foreign body(s) or stent(s) from biliary/pancreatic duct(s) and endoscopic cannulation of papilla with direct visualization of pancreatic/common bile duct(s)
C7562,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed with intraprocedural coronary fractional flow reserve (ffr) with 3d functional mapping of color-coded ffr values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention"
C7563,"Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary to perform the  angioplasty within the same artery, initial artery and all additional arteries"
C7564,"Percutaneous transluminal mechanical thrombectomy, vein(s), including intraprocedural pharmacological thrombolytic injections and fluoroscopic guidance with intravascular ultrasound (noncoronary vessel(s)) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation"
C7565,"Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (i.e., open, laparoscopic, robotic), recurrent, including implantation of mesh or other prosthesis when performed, total length of defect(s) less than 3 cm, reducible with removal of total or near total non-infected mesh or other prosthesis at the time of initial or recurrent anterior abdominal hernia repair or parastomal hernia repair"
C7900,"Service for diagnosis, evaluation, or treatment of a mental health  or substance use disorder, 15-29 minutes, provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service"
C7901,"Service for diagnosis, evaluation, or treatment of a mental health or substance use disorder, 30-60 minutes, provided remotely by hospital staff who are licensed to provided mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service"
C7902,"Service for diagnosis, evaluation, or treatment of a mental health or substance use disorder, each additional 15 minutes, provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service (list separately in addition to code for primary service)"
C7903,"Group psychotherapy service for diagnosis, evaluation, or treatment of a mental health or substance use disorder provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service"
C8000,"Support device, extravascular, for arteriovenous fistula (implantable)"
C8001,"3d anatomical segmentation imaging for preoperative planning, data preparation and transmission, obtained from previous diagnostic computed tomographic or magnetic resonance examination of the same anatomy"
C8002,"Preparation of skin cell suspension autograft, automated, including all enzymatic processing and device components (do not report with manual suspension preparation)"
C8003,"Implantation of medial knee extraarticular implantable shock absorber spanning the knee joint from distal femur to proximal tibia, open, includes measurements, positioning and adjustments, with imaging guidance (e.g., fluoroscopy)"
C8004,"Simulation angiogram with use of a pressure-generating catheter (e.g., one-way valve, intermittently occluding), inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the angiogram, for subsequent therapeutic radioembolization of tumors"
C8005,"Bronchoscopy, rigid or flexible, non-thermal transbronchial ablation of lesion(s) by pulsed electric field (pef) energy, including fluoroscopic and/or ultrasound guidance, when performed, with computed tomography acquisition(s) and 3d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (e.g., aspiration[s]/biopsy[ies]) of lung(s) and all mediastinal and/or hilar lymph node stations or structures, and therapeutic intervention(s)"
C8006,"Insertion of pleural-peritoneal shunt with intercostal pump chamber, including imaging, injection(s) of contrast with radiological supervision and interpretation, when performed"
C8900,"Magnetic resonance angiography with contrast, abdomen"
C8901,"Magnetic resonance angiography without contrast, abdomen"
C8902,"Magnetic resonance angiography without contrast followed by with contrast, abdomen"
C8903,"Magnetic resonance imaging with contrast, breast; unilateral"
C8904,"Magnetic resonance imaging without contrast, breast; unilateralTerminated December 31, 2018."
C8905,"Magnetic resonance imaging without contrast followed by with contrast, breast; unilateral"
C8906,"Magnetic resonance imaging with contrast, breast; bilateral"
C8907,"Magnetic resonance imaging without contrast, breast; bilateralTerminated December 31, 2018."
C8908,"Magnetic resonance imaging without contrast followed by with contrast, breast; bilateral"
C8909,"Magnetic resonance angiography with contrast, chest (excluding myocardium)"
C8910,"Magnetic resonance angiography without contrast, chest (excluding myocardium)"
C8911,"Magnetic resonance angiography without contrast followed by with contrast, chest (excluding myocardium)"
C8912,"Magnetic resonance angiography with contrast, lower extremity"
C8913,"Magnetic resonance angiography without contrast, lower extremity"
C8914,"Magnetic resonance angiography without contrast followed by with contrast, lower extremity"
C8918,"Magnetic resonance angiography with contrast, pelvis"
C8919,"Magnetic resonance angiography without contrast, pelvis"
C8920,"Magnetic resonance angiography without contrast followed by with contrast, pelvis"
C8921,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, for congenital cardiac anomalies; complete"
C8922,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, for congenital cardiac anomalies; follow-up or limited study"
C8923,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, real-time with image documentation (2d), includes m-mode recording, when performed, complete, without spectral or color doppler echocardiography"
C8924,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, real-time with image documentation (2d), includes m-mode recording, when performed, follow-up or limited study"
C8925,"Transesophageal echocardiography (tee) with contrast, or without contrast followed by with contrast, real time with image documentation (2d) (with or without m-mode recording); including probe placement, image acquisition, interpretation and report"
