Make,Model,baseModel,Year
Nissan,NV200 NYC Taxi,NV200 NYC Taxi,2017
Lexus,RX 450h AWD,RX,2018
Mercedes-Benz,AMG GT Roadster,AMG GT,2019
Honda,Civic 2Dr,Civic,2019
Jaguar,F-Type R AWD Convertible,F-Type,2021
Chevrolet,Camaro,Camaro,2021
Ram,1500 Classic 4WD,1500,2022
Toyota,Tundra 2WD,Tundra,2024
GMC,Safari 2WD (cargo),Safari,2013
Chevrolet,Lumina,Lumina,2013
Cadillac,CT6 AWD,CT6,2016
Lexus,RC F,RC F,2016
Chevrolet,Colorado 2WD,Colorado,2016
Audi,A3 quattro,A3,2013
Ram,1500 2WD,1500,2013
Honda,Pilot 2WD,Pilot,2013
Kia,Soul ECO dynamics,Soul,2013
Ford,F150 Pickup 4WD FFV,F150,2013
Volkswagen,Beetle Convertible,Beetle,2014
Toyota,Tacoma 4WD,Tacoma,2014
Volkswagen,Golf SportWagen,Golf/GTI,2015
Honda,Civic 4Dr,Civic,2015
Volkswagen,Phaeton,Phaeton,2013
Chevrolet,Suburban 1500 4WD,Suburban,2013
Chrysler,300,300,2013
Oldsmobile,Firenza Cruiser,Firenza,2013
Ford,F150 Pickup 4WD,F150,2013
Chevrolet,Tahoe 1500 2WD,Tahoe,2013
Jeep,J-20 Pickup Truck,J-20 Pickup,2013
Dodge,Charger,Charger,2013
BMW,535i,5 Series,2013
Mercedes-Benz,300E 4Matic,300,2013
Volvo,940 SE Wagon,940,2013
Toyota,Supra,Supra,2013
Porsche,911 C4 GTS,911,2013
Ford,Focus FWD FFV,Focus,2013
Buick,LaCrosse eAssist,LaCrosse,2013
Mercedes-Benz,C350 Coupe,C-Class,2013
Toyota,Tacoma 2WD,Tacoma,2013
BMW,435i xDrive Coupe,4 Series,2014
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Dodge,B350 Wagon 2WD,B350 Wagon,2013
Ford,F250 Pickup 2WD,F250,2013
GMC,S15 Cab Chassis 2WD,S15 Cab Chassis,2013
Mitsubishi,Eclipse Convertible,Eclipse,2013
Honda,Civic,Civic,2013
Nissan,Sentra/200SX,Sentra/200SX,2013
Mercury,Mountaineer 2WD,Mountaineer,2013
Volkswagen,Golf,Golf/GTI,2013
Dodge,Stratus,Stratus,2013
Mazda,626,626,2013
Oldsmobile,Achieva,Achieva,2013
Ford,Explorer 2WD,Explorer,2013
Mazda,B3000,B Pickup,2013
Nissan,240SX,240SX,2013
BMW,430i Convertible,4 Series,2016
Chevrolet,Corvette,Corvette,2018
Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,F150,2018
Jeep,Renegade Trailhawk 4WD,Renegade,2019
BMW,330i xDrive,3 Series,2019
Hyundai,Veloster N,Veloster,2020
GMC,Sierra 4WD,Sierra,2021
Dodge,Durango RWD,Durango,2022
Volkswagen,Jetta,Jetta,2013
BMW,840i xDrive Coupe,8 Series,2022
Toyota,Tundra 4WD,Tundra,2022
Volkswagen,Jetta,Jetta,2013
Volvo,XC90 AWD,XC90,2013
Subaru,Wagon 4WD,Wagon,2013
Infiniti,Q60 Red Sport AWD,Q60,2018
GMC,Sierra 4WD,Sierra,2019
Porsche,911 Carrera S,911,2020
Chevrolet,Silverado Cab Chassis 4WD,Silverado,2020
Chevrolet,Camaro,Camaro,2021
Acura,RDX AWD,RDX,2021
Ford,Bronco Sasquatch 4WD,Bronco,2021
Rolls-Royce,Spectre (22 inch wheels),Spectre,2023
GMC,Terrain AWD,Terrain,2017
GMC,Canyon 2WD,Canyon,2019
Ford,Bronco Sport 4WD,Bronco Sport,2021
Chevrolet,Silverado 4WD ZR2,Silverado,2022
Audi,SQ7,SQ7,2022
BMW,i7 xDrive60 Sedan (19 inch wheels),i7,2022
Nissan,Frontier V6 4WD,Frontier,2013
Volkswagen,Jetta,Jetta,2013
Chevrolet,Celebrity Wagon,Celebrity,2013
Toyota,Matrix,Matrix,2013
Porsche,911 GTS,911,2013
Dodge,Durango 4WD,Durango,2013
Mercedes-Benz,CL65 AMG,CL-Class,2013
Plymouth,Sundance,Sundance,2013
BMW,M4 Competition Coupe,M,2023
Mercedes-Benz,EQE 500 4matic (SUV),EQE,2024
Chevrolet,Blazer V1500 4WD,Blazer,2013
Chevrolet,Corsica,Corsica,2013
Ford,Aerostar Wagon,Aerostar Wagon,2013
Chrysler,LeBaron Convertible,LeBaron,2013
Nissan,Maxima,Maxima,2013
Chevrolet,Astro 2WD (passenger),Astro Passenger,2013
Porsche,Macan Turbo,Macan,2016
Nissan,Pathfinder 4WD,Pathfinder,2016
Hyundai,Elantra,Elantra,2017
Mercedes-Benz,GLC300 4matic Coupe,GLC-Class,2019
Toyota,Venza AWD,Venza,2020
Maserati,Ghibli Trofeo,Ghibli,2020
Hyundai,Santa Fe AWD,Santa Fe,2021
Toyota,4Runner 2WD,4Runner,2021
Chevrolet,Silverado 2WD,Silverado,2022
Mercedes-Benz,ML63 AMG,ML-Class,2013
Jeep,Wrangler 4WD,Wrangler,2013
Ford,F150 Pickup 2WD,F150,2013
Chevrolet,Aveo 5,Aveo,2013
Chevrolet,Camaro,Camaro,2013
Lincoln,MKT AWD,MKT,2013
Subaru,Impreza Wagon AWD,Impreza/Outback Sport,2013
Acura,TL 4WD,TL,2013
Chevrolet,Colorado Crew Cab 4WD,Colorado,2013
GMC,Savana 1500/2500 2WD (Passenger),Savana Passenger,2013
BMW,750i,7 Series,2013
Chevrolet,Pickup 2500 2WD,Pickup 2500,2013
Infiniti,M56,M56,2013
Honda,Insight,Insight,2013
Mazda,CX-5 2WD,CX-5,2013
Chevrolet,Express 2500 2WD Passenger,Express Passenger,2013
Hyundai,Azera,Azera,2013
Toyota,Tundra 4WD FFV,Tundra,2013
Mitsubishi,Eclipse Spyder,Eclipse,2013
Toyota,Prius v,Prius v,2016
Audi,A3 e-tron,A3,2016
Chrysler,300,300,2016
Volkswagen,Golf,Golf/GTI,2018
Lexus,RC F,RC,2018
Fiat,500 Abarth,500,2019
Fiat,500X AWD,500,2019
Jeep,Compass FWD,Compass,2019
Mercedes-Benz,190E 2.6,190,2013
Mercedes-Benz,AMG C63,C-Class,2020
Ford,Mustang,Mustang,2021
Kia,Niro,Niro,2021
Cadillac,CT5 V,CT5,2021
Audi,S4,S4,2021
Ferrari,F8 Spider,F8 Spider,2021
Ford,Ranger Pickup 4WD,Ranger,2013
Audi,S5 Cabriolet,S5,2013
Subaru,Tribeca AWD,Tribeca,2013
Geo,Metro LSI Convertible,Metro,2013
BMW,135i Convertible,1 Series,2013
Subaru,XT,XT,2013
BMW,650i Coupe xDrive,6 Series,2013
Scion,xD,xD,2013
Ford,Expedition 4WD FFV,Expedition,2013
Honda,Civic HF,Civic,2014
Chevrolet,Cruze,Cruze,2014
Chevrolet,Impala,Impala,2014
Chevrolet,Silverado C15 2WD,Silverado,2014
Mazda,B2000/B2200/B2600,B Pickup,2013
Ford,Escape FWD,Escape,2015
Chrysler,Concorde,Concorde,2013
Subaru,Impreza,Impreza/Outback Sport,2013
Subaru,Legacy,Legacy/Outback,2013
Mercury,Tracer Wagon,Tracer,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Mercury,Villager FWD Wagon,Villager,2013
GMC,Safari AWD (passenger),Safari Passenger,2013
Ford,Windstar FWD Wagon,Windstar,2013
Porsche,911 Carrera 4S,911,2013
Volkswagen,Passat,Passat,2013
Chevrolet,Express 1500 AWD,Express Passenger,2013
Lincoln,Continental,Continental,2013
Lexus,ES 250 AWD,ES,2023
BMW,M4 Coupe,M,2024
Saab,9000,9000,2013
Chevrolet,C2500 Pickup 2WD,C2500 Pickup,2013
Hyundai,Excel,Excel,2013
Mitsubishi,Eclipse,Eclipse,2013
Consulier Industries Inc,Consulier GTP,Consulier GTP,2013
Plymouth,Acclaim,Acclaim,2013
Saab,9000,9000,2013
Subaru,Legacy Wagon,Legacy/Outback,2013
Toyota,Cab/Chassis 2WD,Cab Chassis,2013
Mazda,Protege,Protege,2013
Mercedes-Benz,C230 Kompressor,C-Class,2013
Chevrolet,Colorado 4WD,Colorado,2013
Chrysler,LeBaron,LeBaron,2013
Chevrolet,Suburban 1500 AWD,Suburban,2013
Scion,xA,xA,2013
Chrysler,PT Cruiser Convertible,PT Cruiser,2013
Mitsubishi,Endeavor 4WD,Endeavor,2013
Jeep,Liberty 2WD,Liberty,2013
Lincoln,Navigator 2WD,Navigator,2013
Mercedes-Benz,E350,E-Class,2013
Ford,Crown Victoria FFV,Crown Victoria,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
Ford,E250 Econoline 2WD,E250 Econoline,2013
Chevrolet,S10 Cab Chassis 2WD,S10 Cab Chassis,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Ford,Escape AWD,Escape,2013
Chevrolet,Impala,Impala,2013
BMW,328cxi,3 Series,2013
Honda,Accord,Accord,2013
Kenyon Corporation Of America,Kenyon 5.0 Cabrio,Kenyon 5.0 Cabrio,2013
Nissan,Sentra Wagon,Sentra,2013
Chevrolet,Cavalier Wagon,Cavalier,2013
Honda,CR-V AWD,CR-V,2023
Volkswagen,Passat,Passat,2013
Mazda,MPV,MPV,2013
Audi,S5 Cabriolet,S5,2016
Jaguar,XJ,XJ,2017
Kia,Sorento AWD,Sorento,2021
Honda,Ridgeline AWD,Ridgeline,2021
Toyota,Camry,Camry,2013
Chevrolet,Blazer AWD,Blazer,2022
Toyota,Camry Hybrid LE,Camry,2022
Oldsmobile,Cutlass Supreme Classic,Cutlass Supreme,2013
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
Toyota,4Runner 4WD,4Runner,2013
Mitsubishi,Galant,Galant,2013
Ford,Flex FWD,Flex,2013
Volvo,XC70 FWD,XC70,2013
Ferrari,612 Scaglietti,612 Scaglietti,2013
Mercedes-Benz,GLK350 4matic,GLK-Class,2013
Lotus,Evora,Evora,2013
Honda,Crosstour 2WD,Crosstour,2013
Jaguar,F-Type S Convertible,F-Type,2014
Jeep,Grand Cherokee 2WD,Grand Cherokee,2014
Hyundai,Genesis AWD,Genesis,2014
Cadillac,XTS AWD,XTS,2015
Ford,F250 Pickup 2WD,F250,2013
Mercedes-Benz,E320 Coupe,E-Class,2013
Pontiac,Bonneville,Bonneville,2013
Nissan,Pathfinder Van (cargo),Pathfinder,2013
GMC,Safari 2WD (cargo),Safari Cargo,2013
Saab,900,900,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Mercedes-Benz,S600,S-Class,2013
Toyota,4Runner 4WD,4Runner,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Daewoo,Nubira Station Wagon,Nubira,2013
Toyota,RAV4 AWD,RAV4,2023
Ram,1500 RHO 4WD,1500,2024
GMC,Suburban V1500 4WD,Suburban,2013
Saturn,SL,SL,2013
Eagle,Summit,Summit,2013
Land Rover,Range Rover,Range Rover,2017
Ram,1500 Classic 4WD,1500,2018
Toyota,Tacoma 4WD TRD PRO,Tacoma,2019
Chevrolet,Sonic,Sonic,2019
Volkswagen,Tiguan,Tiguan,2019
Toyota,Camry LE/SE,Camry,2021
Volkswagen,Atlas,Atlas,2022
Mercedes-Benz,CLA250,CLA-Class,2022
Chevrolet,Aveo,Aveo,2013
Dodge,Durango 2WD,Durango,2013
Chevrolet,TrailBlazer Ext 4WD,TrailBlazer,2013
Mercedes-Benz,CLS500,CLS-Class,2013
Audi,A3,A3,2013
Mitsubishi,Eclipse,Eclipse,2013
Chevrolet,G10/20 Sport Van 2WD,G10/20 Van,2013
Chevrolet,Celebrity Wagon,Celebrity,2013
Cadillac,CT4 V AWD,CT4,2023
BMW,X1 xDrive28i,X1,2024
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
Ford,F150 Pickup 2WD,F150,2013
Chevrolet,Sprint,Sprint,2013
Oldsmobile,Cutlass Cruiser Wagon,Cutlass Cruiser,2013
Mazda,B2200/B2600i,B Pickup,2013
Dodge,Power Ram 50 4WD,Power Ram 50 Pickup,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Dodge,Colt,Colt,2013
Hyundai,Sonata (Y-3),Sonata,2013
Rolls-Royce,Phantom Coupe,Phantom,2013
MINI,Cooper S Roadster,Roadster,2013
Kia,Forte Koup,Forte,2013
Mazda,626,626,2013
Mitsubishi,Outlander Sport 4WD,Outlander,2013
Nissan,Murano AWD,Murano,2013
Toyota,Tercel Wagon 2WD,Tercel,2013
Jeep,Grand Cherokee 2WD,Grand Cherokee,2014
Buick,Encore AWD,Encore,2015
Buick,Encore AWD,Encore,2017
Chevrolet,Silverado LD C15 2WD,Silverado,2018
Jaguar,XF,XF,2018
Honda,Accord,Accord,2019
Lexus,RC 350 AWD,RC,2019
McLaren Automotive,GT,GT,2021
Ford,Escort Wagon,Escort,2013
Vinfast,VF 8 Eco,VF 8,2023
Lexus,RC 300 AWD,RC,2023
Rivian,R1T AT Performance Dual Standard Plus (20in),R1T,2024
Mitsubishi,Sigma,Sigma,2013
Dodge,D250 Pickup 2WD,D250 Pickup,2013
Oldsmobile,Cutlass Calais,Cutlass Calais,2013
GMC,Safari AWD (cargo),Safari,2013
Plymouth,Voyager/Grand Voyager 2WD,Voyager/Grand Voyager,2013
Audi,100,100,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Isuzu,Impulse,Impulse,2013
Mitsubishi,Eclipse,Eclipse,2013
Chevrolet,T10 (S10) Pickup 4WD,T10 (S10) Pickup,2013
Buick,Lucerne,Lucerne,2013
Hyundai,Elantra,Elantra,2013
Land Rover,Range Rover Sport,Range Rover,2013
Roush Performance,Stage 3 Mustang,Mustang,2013
Audi,TT RS Coupe,TT Coupe,2013
Cadillac,XTS AWD,XTS,2013
Ford,Explorer AWD FFV,Explorer,2013
Porsche,Panamera Turbo Executive,Panamera,2013
BMW,740i,7 Series,2015
Saturn,Vue FWD,Vue,2013
Suzuki,Vitara 4 Door 4WD,Vitara,2013
Mercury,Topaz,Topaz,2013
Maserati,Spyder Cambiocorsa/GT/90 ANV,Spyder,2013
Ford,Focus,Focus,2013
Ford,Escape 2WD,Escape,2013
Cadillac,CTS,CTS,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Hyundai,Veracruz 2WD,Veracruz,2013
Saleen Performance,S281 Family,S281 Family,2013
BMW,M3,M,2013
Jeep,CJ7 4WD,CJ,2013
Dodge,Aries,Aries,2013
Pontiac,Grand Prix,Grand Prix,2013
Ford,Ranger Pickup 4WD,Ranger,2013
Rolls-Royce,Brooklands and (LWB),Brooklands/Turbo R,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Kia,Sportage 2WD,Sportage,2013
Audi,S4 Cabriolet,S4,2013
BMW,335xi,3 Series,2013
Toyota,Tercel,Tercel,2013
Volkswagen,Jetta,Jetta,2013
Mitsubishi,Truck 4WD,Truck,2013
GMC,K15 Jimmy 4WD,Jimmy,2013
Mazda,929,929,2013
Toyota,Supra,Supra,2013
Mitsubishi,Expo.LRV,Expo,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Chrysler,Sebring Convertible,Sebring,2013
Honda,Civic HX,Civic,2013
Volvo,S70,S70,2013
Chevrolet,Tahoe 1500 4WD,Tahoe,2013
Hyundai,Tiburon,Tiburon,2013
Dodge,Charger,Charger,2017
BMW,M240i Coupe M Performance,M,2018
Land Rover,New Range Rover P400 MHEV,Range Rover,2022
Chevrolet,Tahoe 2WD,Tahoe,2022
Subaru,Impreza Wagon/Outback Sport,Impreza/Outback Sport,2013
Nissan,Juke,Juke,2016
Jeep,Grand Cherokee SRT 4WD,Grand Cherokee,2017
Nissan,Versa,Versa,2017
Volkswagen,Jetta,Jetta,2013
BMW,X5 xDrive40i,X5,2018
Mercedes-Benz,GLB250 4matic,GLB-Class,2020
Fiat,500X AWD,500,2020
Ford,F150 Pickup 4WD,F150,2020
Kia,Sportage AWD,Sportage,2021
BMW,840i xDrive Convertible,8 Series,2021
Chevrolet,Celebrity,Celebrity,2013
Chevrolet,Suburban 4WD,Suburban,2021
Lexus,IS 350 AWD,IS,2021
GMC,Sierra 4WD,Sierra,2021
Chevrolet,Suburban 4WD,Suburban,2021
Nissan,Altima SV/SL,Altima,2021
Jaguar,F-Type R AWD Convertible,F-Type,2022
Volvo,240 DL/240 GL,240,2013
Maserati,Grecale GT,Grecale,2022
Volkswagen,Taos,Taos,2022
Lexus,IS 300 AWD,IS,2022
Ford,Mustang,Mustang,2023
Chevrolet,C10 Pickup 2WD,C10 Pickup,2013
Jeep,Cherokee/Wagoneer 4WD,Cherokee/Wagoneer,2013
Volkswagen,Corrado SLC,Corrado,2013
Saab,9-5 Wagon,9-5,2013
Acura,TL 4WD,TL,2013
Chevrolet,Traverse AWD,Traverse,2013
Acura,Legend,Legend,2013
Toyota,Highlander Hybrid 4WD,Highlander,2013
Jaguar,XK,XK,2014
Audi,A4 quattro,A4,2013
MINI,Cooper S,Cooper,2013
Saab,9-3 Convertible,9-3,2013
Porsche,Carrera 4 S Coupe,Carrera 4 S Coupe,2013
Jaguar,Super V8,Super V8,2013
Mitsubishi,Lancer,Lancer,2013
Jeep,Wrangler 4WD,Wrangler,2013
GMC,C15 Pickup 2WD,Pickup,2013
GMC,Sonoma 4WD,Sonoma,2013
Plymouth,Reliant,Reliant,2013
Volvo,V70 FWD,V70,2013
Chevrolet,Tracker 4WD Convertible,Tracker,2013
Ford,Ranger Pickup Cab Chassis,Ranger,2013
Plymouth,Laser,Laser,2013
Dodge,Colt Vista,Colt,2013
Ford,Ranger Pickup 2WD,Ranger,2013
GMC,Sonoma 2WD,Sonoma,2013
Chevrolet,C2500 Pickup 2WD,C2500 Pickup,2013
Nissan,300ZX,300ZX,2013
Volkswagen,Fox,Fox,2013
Subaru,Legacy,Legacy/Outback,2013
Oldsmobile,Ninety-Eight,Ninety-Eight,2013
Chevrolet,Corvette,Corvette,2017
Chevrolet,Colorado 2WD,Colorado,2021
Audi,RS 6 Avant,RS,2022
Jeep,CJ7 4WD,CJ,2013
Isuzu,Impulse,Impulse,2013
GMC,Yukon Denali 1500 Hybrid 4WD,Yukon,2013
Cadillac,XTS,XTS,2013
Jeep,Patriot 4WD,Patriot,2013
Buick,Enclave AWD,Enclave,2013
Dodge,Aries,Aries,2013
Volkswagen,Beetle,Beetle,2013
BMW,550i,5 Series,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Chevrolet,Pickup 2500 2WD,Pickup 2500,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Ford,Aerostar Wagon,Aerostar Wagon,2013
Saturn,SL,SL,2013
Pontiac,Trans Sport/Montana 2WD,Trans Sport/Montana,2013
Nissan,Sentra,Sentra,2013
Honda,Pilot 4WD,Pilot,2013
Rolls-Royce,Camargue,Camargue,2013
Chrysler,Town and Country,Town and Country,2013
GMC,G15/25 Rally 2WD,Rally,2013
Peugeot,505 Station Wagon,505,2013
Subaru,Impreza Wagon,Impreza/Outback Sport,2013
Nissan,Titan 4WD,Titan,2015
BMW,X6 M,M,2015
Cadillac,ELR Sport,ELR,2015
Mitsubishi,Truck 4WD,Truck,2013
BMW,325i Convertible,3 Series,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Chevrolet,Beretta,Beretta,2013
Mitsubishi,Eclipse Convertible,Eclipse,2013
Chrysler,JX/JXI/Limited Convertible,JX/JXI/Limited Convertible,2013
Mazda,Protege,Protege,2013
GMC,Sonoma 2WD,Sonoma,2013
Dodge,B2500 Van 2WD,B2500 Van,2013
Dodge,Caravan/Grand Caravan AWD,Caravan/Grand Caravan,2013
Bentley,Azure,Azure,2013
Mitsubishi,Space Wagon 4WD,Space Wagon,2013
Chevrolet,Sprint,Sprint,2013
Rolls-Royce,Continental,Corniche/Continental,2013
Subaru,Justy,Justy,2013
Jaguar,S-Type 3.0 Litre,S-type,2013
Mitsubishi,Galant,Galant,2013
Nissan,Quest,Quest,2013
Porsche,Carrera 4 S Coupe,Carrera 4 S Coupe,2013
Volvo,V50 FWD,V50,2013
Saturn,Relay FWD,Relay,2013
Honda,Fit,Fit,2013
Volkswagen,Jetta,Jetta,2013
Chevrolet,K20 Pickup 4WD,K20 Pickup,2013
Jeep,Grand Cherokee 2WD,Grand Cherokee,2013
Mitsubishi,Outlander 2WD,Outlander,2013
Mercury,Marquis,Marquis,2013
Chevrolet,Blazer 1500 4WD,Blazer,2013
Rolls-Royce,Continental (turbo),Corniche/Continental,2013
Mercury,Capri,Capri,2013
Pontiac,Grand Am,Grand Am,2013
Dodge,Stratus,Stratus,2013
Mazda,CX-7 4WD,CX-7,2013
Volkswagen,Golf,Golf/GTI,2013
Chevrolet,Express 3500 2WD Passenger,Express Passenger,2013
Chevrolet,Corvette,Corvette,2013
Mazda,3 5-Door,3,2013
Peugeot,505,505,2013
Isuzu,Pickup 2WD,Pickup,2013
Jeep,Compass FWD,Compass,2015
BMW,X5 sDrive35i,X5,2015
Aston Martin,Valour,Valour,2024
Suzuki,Samurai Hardtop,Samurai,2013
Volkswagen,Jetta GLI 16v,Jetta,2013
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Oldsmobile,Achieva,Achieva,2013
Jeep,Wrangler 4dr 4WD,Wrangler,2020
Honda,Fit,Fit,2013
Nissan,Murano CrossCabriolet,Murano,2013
Cadillac,ATS,ATS,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Lexus,GS 350,GS,2015
Mercedes-Benz,ML350 4matic,ML-Class,2013
Porsche,Cayenne GTS,Cayenne,2013
GMC,Sierra C15 2WD,Sierra,2013
Chevrolet,Express 1500 2WD Passenger,Express Passenger,2013
Pontiac,Firebird,Firebird/Trans Am/Formula,2013
Porsche,944,944,2013
Saab,Convertible,Convertible,2013
Cadillac,Fleetwood,Fleetwood,2013
BMW,530i Touring,5 Series,2013
Ford,Lightning F150 2WD,F150,2013
Audi,A6 quattro Wagon,A6,2013
Hyundai,Tiburon,Tiburon,2013
Dodge,Colt Vista,Colt,2013
Buick,Century Wagon,Century Wagon,2013
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Nissan,Stanza,Stanza,2013
Lincoln,Town Car,Town Car,2013
Dodge,W100/W150 Pickup 4WD,W100/W150 Pickup,2013
Plymouth,Colt Vista 4WD,Colt,2013
GMC,T15 (S15) Pickup 4WD,Pickup,2013
Nissan,Maxima,Maxima,2013
GMC,Acadia Limited FWD,Acadia,2016
Toyota,Yaris iA,Yaris,2016
Mercedes-Benz,GLA250,GLA-Class,2016
Ford,E150 Club Wagon,E150 Club Wagon,2013
Jeep,New Wrangler 4WD,Wrangler,2018
Buick,Skyhawk Wagon,Skyhawk,2013
Subaru,Forester AWD,Forester,2017
Plymouth,Voyager/Grand Voyager 2WD,Voyager/Grand Voyager,2013
Jeep,Cherokee FWD,Cherokee,2019
Lamborghini,Urus,Urus,2021
Maserati,Levante GT,Levante,2021
Lucid,Air Dream R AWD w/21 inch wheels,Air,2021
Lexus,LS 500 AWD,LS,2021
BMW,230i Coupe,2 Series,2022
BMW,M5 Sedan,M,2022
Volvo,S90 B6 AWD,S90,2022
Chevrolet,Silverado 4WD,Silverado,2022
Jeep,Wrangler 4dr 4WD,Wrangler,2022
GMC,Sierra 2500 2WD,Sierra,2013
Porsche,911 Carrera 4S Targa,911,2013
Chevrolet,Tahoe 1500 2WD,Tahoe,2013
Ford,Fusion AWD FFV,Fusion,2013
Chevrolet,Equinox AWD,Equinox,2013
Volkswagen,Jetta,Jetta,2013
Audi,A6 quattro,A6,2015
GMC,Acadia FWD,Acadia,2015
GMC,Terrain FWD,Terrain,2015
Toyota,bZ4X Limited AWD,bZ4X,2024
Toyota,1-Ton Truck 2WD,Truck/T100,2013
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Chevrolet,K20 Pickup 4WD,K20 Pickup,2013
Mazda,323,323,2013
Pontiac,Sunbird,Sunbird,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Chevrolet,Camaro,Camaro,2013
Ford,Taurus SHO,Taurus,2013
Isuzu,Pickup 2WD,Pickup,2013
Suzuki,Sidekick Hardtop 4WD,Sidekick,2013
BMW,M5,M,2013
Saab,9000,9000,2013
Jeep,CJ7,CJ,2013
Saturn,SC,SC,2013
Audi,Cabriolet,Cabriolet,2013
Ford,Probe,Probe,2013
Mercury,Tracer Wagon,Tracer,2013
Saab,9-5 Wagon,9-5,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Saturn,LW200,LW,2013
Chevrolet,Silverado 1500 4WD,Silverado,2013
Chrysler,Sebring,Sebring,2013
Ford,Escort,Escort,2013
Volkswagen,Jetta Wagon,Jetta,2013
Dodge,Ram 1500 Pickup 2WD,Ram 1500 Pickup,2013
Subaru,Baja AWD,Baja,2013
Volvo,S40 AWD,S40,2013
BMW,X5,X5,2013
Jeep,Liberty/Cherokee 4WD,Liberty/Cherokee,2013
Mazda,RX-8,RX-8,2013
Volkswagen,Eos,Eos,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Subaru,Impreza Wagon/Outback SPT AWD,Impreza/Outback Sport,2013
Jeep,Commander 4WD,Commander,2013
Lexus,RX 450h AWD,RX,2013
Buick,LeSabre,LeSabre,2013
Dodge,Caravan/Ram Van 2WD,Caravan/Ram Van,2013
Nissan,Titan 2WD,Titan,2013
Toyota,RAV4 4WD,RAV4,2013
Jeep,Patriot 2WD,Patriot,2013
Chevrolet,Tahoe C10 2WD,Tahoe,2013
Audi,A3 Cabriolet,A3,2015
Rolls-Royce,Phantom EWB,Phantom,2017
Honda,CR-V FWD,CR-V,2017
Mercedes-Benz,S560 Convertible,S-Class,2018
Suzuki,Reno,Reno,2013
Chevrolet,Malibu Maxx,Malibu,2013
Ford,Expedition 2WD,Expedition,2013
GMC,Savana 1500/2500 AWD (cargo),Savana Cargo,2013
Toyota,Tercel,Tercel,2013
Dodge,Ram 2500 Pickup 2WD,Ram 2500 Pickup,2013
Mazda,B2500/B3000/B4000 2WD,B Pickup,2013
Honda,Passport 2WD,Passport,2013
Jaguar,XK8 Convertible,XK8,2013
Chevrolet,Cavalier,Cavalier,2013
Volkswagen,New Beetle,Beetle,2013
Mitsubishi,Mirage,Mirage,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Mitsubishi,Expo,Expo,2013
Ford,Escort,Escort,2013
Mercedes-Benz,S420,S-Class,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Mercury,Mountaineer 4WD,Mountaineer,2013
Toyota,Corolla,Corolla,2013
Ford,F150 Pickup 4WD,F150,2013
Chevrolet,El Camino Pickup 2WD,El Camino Pickup,2013
Ferrari,California,California,2013
Porsche,Boxster,Boxster,2013
Lexus,LS 460 L,LS,2013
Volkswagen,Jetta,Jetta,2013
Porsche,911 Carrera Cabriolet,911,2013
Kia,Rondo,Rondo,2013
MINI,John Cooper Works Convertible,John Cooper Works,2013
Mercedes-Benz,E350 4matic,E-Class,2013
Volvo,S80 AWD,S80,2014
Land Rover,LR2,LR2,2014
Subaru,XV Crosstrek AWD,Crosstrek,2014
Audi,A3,A3,2013
Nissan,Altima,Altima,2013
Toyota,RAV4 EV,RAV4,2013
Kia,Sportage 4WD,Sportage,2013
Honda,Civic,Civic,2013
Cadillac,Seville,Seville,2013
Toyota,Celica,Celica,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Chevrolet,Cavalier (Bi-fuel CNG),Cavalier,2013
Maserati,Grecale GT,Grecale,2023
BMW,325ix,3 Series,2013
Kia,Optima S,Optima,2018
MINI,Cooper Clubman,Clubman,2018
Genesis,G90 AWD,G90,2018
Porsche,Panamera 4 e-Hybrid Executive,Panamera,2018
BMW,M4 Convertible,M,2018
BMW,430i xDrive Coupe,4 Series,2019
